Litter_Bag_ID,Variable,Value,Protocol_ID,Units,Lab_Group
11NRA1C,Crude.Fat.DM,1.15,nIR,% dry mass,Steve Allison
11NRA2A,Crude.Fat.DM,1.51,nIR,% dry mass,Steve Allison
11NRA2C,Crude.Fat.DM,1.45,nIR,% dry mass,Steve Allison
11NRA3A,Crude.Fat.DM,0.77,nIR,% dry mass,Steve Allison
11NRA3C,Crude.Fat.DM,0.89,nIR,% dry mass,Steve Allison
11NRC1A,Crude.Fat.DM,1.1,nIR,% dry mass,Steve Allison
11NRC1C,Crude.Fat.DM,1.11,nIR,% dry mass,Steve Allison
11NRC2A,Crude.Fat.DM,1.22,nIR,% dry mass,Steve Allison
11NRC2C,Crude.Fat.DM,1.11,nIR,% dry mass,Steve Allison
11NRC3A,Crude.Fat.DM,1.42,nIR,% dry mass,Steve Allison
11NRC3C,Crude.Fat.DM,1.2,nIR,% dry mass,Steve Allison
11OLA1A,Crude.Fat.DM,1.84,nIR,% dry mass,Steve Allison
11OLA1B,Crude.Fat.DM,1.36,nIR,% dry mass,Steve Allison
11OLA2A,Crude.Fat.DM,1.31,nIR,% dry mass,Steve Allison
11OLA2B,Crude.Fat.DM,1.08,nIR,% dry mass,Steve Allison
11OLA3A,Crude.Fat.DM,1.35,nIR,% dry mass,Steve Allison
11OLA3B,Crude.Fat.DM,1.52,nIR,% dry mass,Steve Allison
11OLB1A,Crude.Fat.DM,1.33,nIR,% dry mass,Steve Allison
11OLB1B,Crude.Fat.DM,1.35,nIR,% dry mass,Steve Allison
11OLB2A,Crude.Fat.DM,1.13,nIR,% dry mass,Steve Allison
11OLB2B,Crude.Fat.DM,1.51,nIR,% dry mass,Steve Allison
11OLB3A,Crude.Fat.DM,1.02,nIR,% dry mass,Steve Allison
11OLB3B,Crude.Fat.DM,1.15,nIR,% dry mass,Steve Allison
11ORA1A,Crude.Fat.DM,1.12,nIR,% dry mass,Steve Allison
11ORA1B,Crude.Fat.DM,1.33,nIR,% dry mass,Steve Allison
11ORA1C,Crude.Fat.DM,1.34,nIR,% dry mass,Steve Allison
11ORA2A,Crude.Fat.DM,1.5,nIR,% dry mass,Steve Allison
11ORA2B,Crude.Fat.DM,1.24,nIR,% dry mass,Steve Allison
11ORA2C,Crude.Fat.DM,1.41,nIR,% dry mass,Steve Allison
11ORA3A,Crude.Fat.DM,1.41,nIR,% dry mass,Steve Allison
11ORA3B,Crude.Fat.DM,0.77,nIR,% dry mass,Steve Allison
11ORA3C,Crude.Fat.DM,1.56,nIR,% dry mass,Steve Allison
11ORB1A,Crude.Fat.DM,1.15,nIR,% dry mass,Steve Allison
11ORB1B,Crude.Fat.DM,1.01,nIR,% dry mass,Steve Allison
11ORB2A,Crude.Fat.DM,1.05,nIR,% dry mass,Steve Allison
11ORB2B,Crude.Fat.DM,1.3,nIR,% dry mass,Steve Allison
11ORB3A,Crude.Fat.DM,1.43,nIR,% dry mass,Steve Allison
11ORB3B,Crude.Fat.DM,1.24,nIR,% dry mass,Steve Allison
11ORC1A,Crude.Fat.DM,1.46,nIR,% dry mass,Steve Allison
11ORC1C,Crude.Fat.DM,1.5,nIR,% dry mass,Steve Allison
11ORC2A,Crude.Fat.DM,1.4,nIR,% dry mass,Steve Allison
11ORC2C,Crude.Fat.DM,0.67,nIR,% dry mass,Steve Allison
11ORC3A,Crude.Fat.DM,1.18,nIR,% dry mass,Steve Allison
11ORC3C,Crude.Fat.DM,1.25,nIR,% dry mass,Steve Allison
11QLA1A,Crude.Fat.DM,1.19,nIR,% dry mass,Steve Allison
11QLA1B,Crude.Fat.DM,1.17,nIR,% dry mass,Steve Allison
11QLA2A,Crude.Fat.DM,1.18,nIR,% dry mass,Steve Allison
11QLA2B,Crude.Fat.DM,1.15,nIR,% dry mass,Steve Allison
11QLA3A,Crude.Fat.DM,1.57,nIR,% dry mass,Steve Allison
11QLA3B,Crude.Fat.DM,1.37,nIR,% dry mass,Steve Allison
11QLB1A,Crude.Fat.DM,1.18,nIR,% dry mass,Steve Allison
11QLB1B,Crude.Fat.DM,1.16,nIR,% dry mass,Steve Allison
11QLB2A,Crude.Fat.DM,1.64,nIR,% dry mass,Steve Allison
11QLB2B,Crude.Fat.DM,1.25,nIR,% dry mass,Steve Allison
11QLB3A,Crude.Fat.DM,1.01,nIR,% dry mass,Steve Allison
11QLB3B,Crude.Fat.DM,1.06,nIR,% dry mass,Steve Allison
11QRA1A,Crude.Fat.DM,1.24,nIR,% dry mass,Steve Allison
11QRA1B,Crude.Fat.DM,1.44,nIR,% dry mass,Steve Allison
11QRA1C,Crude.Fat.DM,1.37,nIR,% dry mass,Steve Allison
11QRA2A,Crude.Fat.DM,1.32,nIR,% dry mass,Steve Allison
11QRA2B,Crude.Fat.DM,1.42,nIR,% dry mass,Steve Allison
11QRA2C,Crude.Fat.DM,1.2,nIR,% dry mass,Steve Allison
11QRA3A,Crude.Fat.DM,1.2,nIR,% dry mass,Steve Allison
11QRA3B,Crude.Fat.DM,1.65,nIR,% dry mass,Steve Allison
11QRA3C,Crude.Fat.DM,1.28,nIR,% dry mass,Steve Allison
11QRB1A,Crude.Fat.DM,1.05,nIR,% dry mass,Steve Allison
11QRB1B,Crude.Fat.DM,1.28,nIR,% dry mass,Steve Allison
11QRB2A,Crude.Fat.DM,1.4,nIR,% dry mass,Steve Allison
11QRB2B,Crude.Fat.DM,1.43,nIR,% dry mass,Steve Allison
11QRB3A,Crude.Fat.DM,1.53,nIR,% dry mass,Steve Allison
11QRB3B,Crude.Fat.DM,1.42,nIR,% dry mass,Steve Allison
11QRC1A,Crude.Fat.DM,1.22,nIR,% dry mass,Steve Allison
11QRC1C,Crude.Fat.DM,1.47,nIR,% dry mass,Steve Allison
11QRC2A,Crude.Fat.DM,1.53,nIR,% dry mass,Steve Allison
11QRC2C,Crude.Fat.DM,1.44,nIR,% dry mass,Steve Allison
11QRC3A,Crude.Fat.DM,1.34,nIR,% dry mass,Steve Allison
11QRC3C,Crude.Fat.DM,0.99,nIR,% dry mass,Steve Allison
11RLA1A,Crude.Fat.DM,1.47,nIR,% dry mass,Steve Allison
11RLA1B,Crude.Fat.DM,1.24,nIR,% dry mass,Steve Allison
11RLA1C,Crude.Fat.DM,1.44,nIR,% dry mass,Steve Allison
11RLA2A,Crude.Fat.DM,1.27,nIR,% dry mass,Steve Allison
11RLA2B,Crude.Fat.DM,1.29,nIR,% dry mass,Steve Allison
11RLA2C,Crude.Fat.DM,1.16,nIR,% dry mass,Steve Allison
11RLA3A,Crude.Fat.DM,1,nIR,% dry mass,Steve Allison
11RLA3B,Crude.Fat.DM,1.29,nIR,% dry mass,Steve Allison
11RLA3C,Crude.Fat.DM,1.17,nIR,% dry mass,Steve Allison
11RLB1A,Crude.Fat.DM,1.11,nIR,% dry mass,Steve Allison
11RLB1B,Crude.Fat.DM,1.13,nIR,% dry mass,Steve Allison
11RLB2A,Crude.Fat.DM,1.19,nIR,% dry mass,Steve Allison
11RLB2B,Crude.Fat.DM,1.27,nIR,% dry mass,Steve Allison
11RLB3A,Crude.Fat.DM,0.81,nIR,% dry mass,Steve Allison
11RLB3B,Crude.Fat.DM,1.28,nIR,% dry mass,Steve Allison
11RLC1A,Crude.Fat.DM,1.52,nIR,% dry mass,Steve Allison
11RLC1C,Crude.Fat.DM,1.42,nIR,% dry mass,Steve Allison
11RLC2A,Crude.Fat.DM,1.55,nIR,% dry mass,Steve Allison
11RLC2C,Crude.Fat.DM,1.19,nIR,% dry mass,Steve Allison
11RLC3A,Crude.Fat.DM,1.56,nIR,% dry mass,Steve Allison
11RLC3C,Crude.Fat.DM,1.03,nIR,% dry mass,Steve Allison
11RRA1A,Crude.Fat.DM,1.39,nIR,% dry mass,Steve Allison
11RRA1B,Crude.Fat.DM,1.23,nIR,% dry mass,Steve Allison
11RRA2A,Crude.Fat.DM,1.29,nIR,% dry mass,Steve Allison
11RRA2B,Crude.Fat.DM,1.53,nIR,% dry mass,Steve Allison
11RRA3A,Crude.Fat.DM,1.01,nIR,% dry mass,Steve Allison
11RRA3B,Crude.Fat.DM,1.7,nIR,% dry mass,Steve Allison
11RRB1A,Crude.Fat.DM,1.08,nIR,% dry mass,Steve Allison
11RRB1B,Crude.Fat.DM,0.91,nIR,% dry mass,Steve Allison
11RRB2A,Crude.Fat.DM,1.23,nIR,% dry mass,Steve Allison
11RRB2B,Crude.Fat.DM,1.39,nIR,% dry mass,Steve Allison
11RRB3A,Crude.Fat.DM,1.11,nIR,% dry mass,Steve Allison
11RRB3B,Crude.Fat.DM,1.46,nIR,% dry mass,Steve Allison
11SLA1A,Crude.Fat.DM,1.03,nIR,% dry mass,Steve Allison
11SLA1C,Crude.Fat.DM,1.34,nIR,% dry mass,Steve Allison
11SLA2A,Crude.Fat.DM,1.27,nIR,% dry mass,Steve Allison
11SLA2C,Crude.Fat.DM,1.33,nIR,% dry mass,Steve Allison
11SLA3A,Crude.Fat.DM,0.87,nIR,% dry mass,Steve Allison
11SLA3C,Crude.Fat.DM,1.41,nIR,% dry mass,Steve Allison
11SLC1A,Crude.Fat.DM,1.21,nIR,% dry mass,Steve Allison
11SLC1C,Crude.Fat.DM,1.46,nIR,% dry mass,Steve Allison
11SLC2A,Crude.Fat.DM,1.59,nIR,% dry mass,Steve Allison
11SLC2C,Crude.Fat.DM,1.34,nIR,% dry mass,Steve Allison
11SLC3A,Crude.Fat.DM,1.08,nIR,% dry mass,Steve Allison
11SLC3C,Crude.Fat.DM,1,nIR,% dry mass,Steve Allison
11TLA1A,Crude.Fat.DM,0.99,nIR,% dry mass,Steve Allison
11TLA1C,Crude.Fat.DM,1.17,nIR,% dry mass,Steve Allison
11TLA2A,Crude.Fat.DM,1.3,nIR,% dry mass,Steve Allison
11TLA2C,Crude.Fat.DM,1.4,nIR,% dry mass,Steve Allison
11TLA3A,Crude.Fat.DM,1.27,nIR,% dry mass,Steve Allison
11TLA3C,Crude.Fat.DM,1.08,nIR,% dry mass,Steve Allison
11TLC1A,Crude.Fat.DM,1.28,nIR,% dry mass,Steve Allison
11TLC1C,Crude.Fat.DM,1.23,nIR,% dry mass,Steve Allison
11TLC2A,Crude.Fat.DM,1.4,nIR,% dry mass,Steve Allison
11TLC2C,Crude.Fat.DM,0.67,nIR,% dry mass,Steve Allison
11TLC3A,Crude.Fat.DM,1.61,nIR,% dry mass,Steve Allison
11TLC3C,Crude.Fat.DM,1.09,nIR,% dry mass,Steve Allison
11ULA1A,Crude.Fat.DM,1.47,nIR,% dry mass,Steve Allison
11ULA1B,Crude.Fat.DM,1.33,nIR,% dry mass,Steve Allison
11ULA1C,Crude.Fat.DM,1.17,nIR,% dry mass,Steve Allison
11ULA2A,Crude.Fat.DM,1.23,nIR,% dry mass,Steve Allison
11ULA2B,Crude.Fat.DM,1.22,nIR,% dry mass,Steve Allison
11ULA2C,Crude.Fat.DM,1.43,nIR,% dry mass,Steve Allison
11ULA3A,Crude.Fat.DM,1.17,nIR,% dry mass,Steve Allison
11ULA3B,Crude.Fat.DM,1.1,nIR,% dry mass,Steve Allison
11ULA3C,Crude.Fat.DM,1.28,nIR,% dry mass,Steve Allison
11ULB1A,Crude.Fat.DM,1.07,nIR,% dry mass,Steve Allison
11ULB1B,Crude.Fat.DM,0.96,nIR,% dry mass,Steve Allison
11ULB2A,Crude.Fat.DM,1.34,nIR,% dry mass,Steve Allison
11ULB2B,Crude.Fat.DM,1.22,nIR,% dry mass,Steve Allison
11ULB3A,Crude.Fat.DM,1.4,nIR,% dry mass,Steve Allison
11ULB3B,Crude.Fat.DM,1.27,nIR,% dry mass,Steve Allison
11ULC1A,Crude.Fat.DM,0.8,nIR,% dry mass,Steve Allison
11ULC1C,Crude.Fat.DM,1.11,nIR,% dry mass,Steve Allison
11ULC2A,Crude.Fat.DM,0.91,nIR,% dry mass,Steve Allison
11ULC2C,Crude.Fat.DM,1.21,nIR,% dry mass,Steve Allison
11ULC3A,Crude.Fat.DM,1.19,nIR,% dry mass,Steve Allison
11ULC3C,Crude.Fat.DM,1.4,nIR,% dry mass,Steve Allison
11URA1A,Crude.Fat.DM,1.49,nIR,% dry mass,Steve Allison
11URA1B,Crude.Fat.DM,1.29,nIR,% dry mass,Steve Allison
11URA2A,Crude.Fat.DM,1.12,nIR,% dry mass,Steve Allison
11URA2B,Crude.Fat.DM,1.1,nIR,% dry mass,Steve Allison
11URA3A,Crude.Fat.DM,1.15,nIR,% dry mass,Steve Allison
11URA3B,Crude.Fat.DM,1.28,nIR,% dry mass,Steve Allison
11URB1A,Crude.Fat.DM,1.13,nIR,% dry mass,Steve Allison
11URB1B,Crude.Fat.DM,1.06,nIR,% dry mass,Steve Allison
11URB2A,Crude.Fat.DM,0.97,nIR,% dry mass,Steve Allison
11URB2B,Crude.Fat.DM,1.1,nIR,% dry mass,Steve Allison
11URB3A,Crude.Fat.DM,1.34,nIR,% dry mass,Steve Allison
11URB3B,Crude.Fat.DM,1.16,nIR,% dry mass,Steve Allison
12ALA1A,Crude.Fat.DM,,nIR,% dry mass,Steve Allison
12ALA1B,Crude.Fat.DM,,nIR,% dry mass,Steve Allison
12ALB1A,Crude.Fat.DM,,nIR,% dry mass,Steve Allison
12ALB1B,Crude.Fat.DM,,nIR,% dry mass,Steve Allison
12ARA1A,Crude.Fat.DM,,nIR,% dry mass,Steve Allison
12ARA1B,Crude.Fat.DM,,nIR,% dry mass,Steve Allison
12ARA1C,Crude.Fat.DM,,nIR,% dry mass,Steve Allison
12ARB1A,Crude.Fat.DM,,nIR,% dry mass,Steve Allison
12ARB1B,Crude.Fat.DM,,nIR,% dry mass,Steve Allison
12ARC1A,Crude.Fat.DM,,nIR,% dry mass,Steve Allison
12ARC1C,Crude.Fat.DM,,nIR,% dry mass,Steve Allison
12C11,Crude.Fat.DM,,nIR,% dry mass,Steve Allison
12C12,Crude.Fat.DM,,nIR,% dry mass,Steve Allison
12C13,Crude.Fat.DM,,nIR,% dry mass,Steve Allison
12C14,Crude.Fat.DM,,nIR,% dry mass,Steve Allison
12CLA1A,Crude.Fat.DM,,nIR,% dry mass,Steve Allison
12CLA1C,Crude.Fat.DM,,nIR,% dry mass,Steve Allison
12CLC1A,Crude.Fat.DM,,nIR,% dry mass,Steve Allison
12CLC1C,Crude.Fat.DM,,nIR,% dry mass,Steve Allison
12DLA1A,Crude.Fat.DM,,nIR,% dry mass,Steve Allison
12DLA1B,Crude.Fat.DM,,nIR,% dry mass,Steve Allison
12DLA1C,Crude.Fat.DM,,nIR,% dry mass,Steve Allison
12DLB1A,Crude.Fat.DM,,nIR,% dry mass,Steve Allison
12DLB1B,Crude.Fat.DM,,nIR,% dry mass,Steve Allison
12DLC1A,Crude.Fat.DM,,nIR,% dry mass,Steve Allison
12DLC1C,Crude.Fat.DM,,nIR,% dry mass,Steve Allison
12DRA1A,Crude.Fat.DM,,nIR,% dry mass,Steve Allison
12DRA1B,Crude.Fat.DM,,nIR,% dry mass,Steve Allison
12DRB1A,Crude.Fat.DM,,nIR,% dry mass,Steve Allison
12DRB1B,Crude.Fat.DM,,nIR,% dry mass,Steve Allison
12ERA1A,Crude.Fat.DM,,nIR,% dry mass,Steve Allison
12ERA1C,Crude.Fat.DM,,nIR,% dry mass,Steve Allison
12ERC1A,Crude.Fat.DM,,nIR,% dry mass,Steve Allison
12ERC1C,Crude.Fat.DM,,nIR,% dry mass,Steve Allison
12GLA1A,Crude.Fat.DM,,nIR,% dry mass,Steve Allison
12GLA1C,Crude.Fat.DM,,nIR,% dry mass,Steve Allison
12GLC1A,Crude.Fat.DM,,nIR,% dry mass,Steve Allison
12GLC1C,Crude.Fat.DM,,nIR,% dry mass,Steve Allison
12HLA1A,Crude.Fat.DM,,nIR,% dry mass,Steve Allison
12HLA1B,Crude.Fat.DM,,nIR,% dry mass,Steve Allison
12HLA1C,Crude.Fat.DM,,nIR,% dry mass,Steve Allison
12HLB1A,Crude.Fat.DM,,nIR,% dry mass,Steve Allison
12HLB1B,Crude.Fat.DM,,nIR,% dry mass,Steve Allison
12HLC1A,Crude.Fat.DM,,nIR,% dry mass,Steve Allison
12HLC1C,Crude.Fat.DM,,nIR,% dry mass,Steve Allison
12HRA1A,Crude.Fat.DM,,nIR,% dry mass,Steve Allison
12HRA1B,Crude.Fat.DM,,nIR,% dry mass,Steve Allison
12HRB1A,Crude.Fat.DM,,nIR,% dry mass,Steve Allison
12HRB1B,Crude.Fat.DM,,nIR,% dry mass,Steve Allison
12JRA1A,Crude.Fat.DM,,nIR,% dry mass,Steve Allison
12JRA1C,Crude.Fat.DM,,nIR,% dry mass,Steve Allison
12JRC1A,Crude.Fat.DM,,nIR,% dry mass,Steve Allison
12JRC1C,Crude.Fat.DM,,nIR,% dry mass,Steve Allison
12KLA1A,Crude.Fat.DM,,nIR,% dry mass,Steve Allison
12KLA1B,Crude.Fat.DM,,nIR,% dry mass,Steve Allison
12KLB1A,Crude.Fat.DM,,nIR,% dry mass,Steve Allison
12KLB1B,Crude.Fat.DM,,nIR,% dry mass,Steve Allison
12KRA1A,Crude.Fat.DM,,nIR,% dry mass,Steve Allison
12KRA1B,Crude.Fat.DM,,nIR,% dry mass,Steve Allison
12KRA1C,Crude.Fat.DM,,nIR,% dry mass,Steve Allison
12KRB1A,Crude.Fat.DM,,nIR,% dry mass,Steve Allison
12KRB1B,Crude.Fat.DM,,nIR,% dry mass,Steve Allison
12KRC1A,Crude.Fat.DM,,nIR,% dry mass,Steve Allison
12KRC1C,Crude.Fat.DM,,nIR,% dry mass,Steve Allison
12MRA1A,Crude.Fat.DM,,nIR,% dry mass,Steve Allison
12MRA1C,Crude.Fat.DM,,nIR,% dry mass,Steve Allison
12MRC1A,Crude.Fat.DM,,nIR,% dry mass,Steve Allison
12MRC1C,Crude.Fat.DM,,nIR,% dry mass,Steve Allison
12NRA1A,Crude.Fat.DM,,nIR,% dry mass,Steve Allison
12NRA1C,Crude.Fat.DM,,nIR,% dry mass,Steve Allison
12NRC1A,Crude.Fat.DM,,nIR,% dry mass,Steve Allison
12NRC1C,Crude.Fat.DM,,nIR,% dry mass,Steve Allison
12OLA1A,Crude.Fat.DM,,nIR,% dry mass,Steve Allison
12OLA1B,Crude.Fat.DM,,nIR,% dry mass,Steve Allison
12OLB1A,Crude.Fat.DM,,nIR,% dry mass,Steve Allison
12OLB1B,Crude.Fat.DM,,nIR,% dry mass,Steve Allison
12ORA1A,Crude.Fat.DM,,nIR,% dry mass,Steve Allison
12ORA1B,Crude.Fat.DM,,nIR,% dry mass,Steve Allison
12ORA1C,Crude.Fat.DM,,nIR,% dry mass,Steve Allison
12ORB1A,Crude.Fat.DM,,nIR,% dry mass,Steve Allison
12ORB1B,Crude.Fat.DM,,nIR,% dry mass,Steve Allison
12ORC1A,Crude.Fat.DM,,nIR,% dry mass,Steve Allison
12ORC1C,Crude.Fat.DM,,nIR,% dry mass,Steve Allison
12QLA1A,Crude.Fat.DM,,nIR,% dry mass,Steve Allison
12QLA1B,Crude.Fat.DM,,nIR,% dry mass,Steve Allison
12QLB1A,Crude.Fat.DM,,nIR,% dry mass,Steve Allison
12QLB1B,Crude.Fat.DM,,nIR,% dry mass,Steve Allison
12QRA1A,Crude.Fat.DM,,nIR,% dry mass,Steve Allison
12QRA1B,Crude.Fat.DM,,nIR,% dry mass,Steve Allison
12QRA1C,Crude.Fat.DM,,nIR,% dry mass,Steve Allison
12QRB1A,Crude.Fat.DM,,nIR,% dry mass,Steve Allison
12QRB1B,Crude.Fat.DM,,nIR,% dry mass,Steve Allison
12QRC1A,Crude.Fat.DM,,nIR,% dry mass,Steve Allison
12QRC1C,Crude.Fat.DM,,nIR,% dry mass,Steve Allison
12RLA1A,Crude.Fat.DM,,nIR,% dry mass,Steve Allison
12RLA1B,Crude.Fat.DM,,nIR,% dry mass,Steve Allison
12RLA1C,Crude.Fat.DM,,nIR,% dry mass,Steve Allison
12RLB1A,Crude.Fat.DM,,nIR,% dry mass,Steve Allison
12RLB1B,Crude.Fat.DM,,nIR,% dry mass,Steve Allison
12RLC1A,Crude.Fat.DM,,nIR,% dry mass,Steve Allison
12RLC1C,Crude.Fat.DM,,nIR,% dry mass,Steve Allison
12RRA1A,Crude.Fat.DM,,nIR,% dry mass,Steve Allison
12RRA1B,Crude.Fat.DM,,nIR,% dry mass,Steve Allison
12RRB1A,Crude.Fat.DM,,nIR,% dry mass,Steve Allison
12RRB1B,Crude.Fat.DM,,nIR,% dry mass,Steve Allison
12SLA1A,Crude.Fat.DM,,nIR,% dry mass,Steve Allison
12SLA1C,Crude.Fat.DM,,nIR,% dry mass,Steve Allison
12SLC1A,Crude.Fat.DM,,nIR,% dry mass,Steve Allison
12SLC1C,Crude.Fat.DM,,nIR,% dry mass,Steve Allison
12TLA1A,Crude.Fat.DM,,nIR,% dry mass,Steve Allison
12TLA1C,Crude.Fat.DM,,nIR,% dry mass,Steve Allison
12TLC1A,Crude.Fat.DM,,nIR,% dry mass,Steve Allison
12TLC1C,Crude.Fat.DM,,nIR,% dry mass,Steve Allison
12ULA1A,Crude.Fat.DM,,nIR,% dry mass,Steve Allison
12ULA1B,Crude.Fat.DM,,nIR,% dry mass,Steve Allison
12ULA1C,Crude.Fat.DM,,nIR,% dry mass,Steve Allison
12ULB1A,Crude.Fat.DM,,nIR,% dry mass,Steve Allison
12ULB1B,Crude.Fat.DM,,nIR,% dry mass,Steve Allison
12ULC1A,Crude.Fat.DM,,nIR,% dry mass,Steve Allison
12ULC1C,Crude.Fat.DM,,nIR,% dry mass,Steve Allison
12URA1A,Crude.Fat.DM,,nIR,% dry mass,Steve Allison
12URA1B,Crude.Fat.DM,,nIR,% dry mass,Steve Allison
12URB1A,Crude.Fat.DM,,nIR,% dry mass,Steve Allison
12URB1B,Crude.Fat.DM,,nIR,% dry mass,Steve Allison
RX1,Crude.Fat.DM,3.24,nIR,% dry mass,Steve Allison
RX10,Crude.Fat.DM,,nIR,% dry mass,Steve Allison
RX2,Crude.Fat.DM,2.91,nIR,% dry mass,Steve Allison
RX3,Crude.Fat.DM,2.83,nIR,% dry mass,Steve Allison
RX4,Crude.Fat.DM,3.17,nIR,% dry mass,Steve Allison
RX5,Crude.Fat.DM,2.83,nIR,% dry mass,Steve Allison
RX6,Crude.Fat.DM,2.95,nIR,% dry mass,Steve Allison
RX7,Crude.Fat.DM,3.15,nIR,% dry mass,Steve Allison
RX8,Crude.Fat.DM,3.26,nIR,% dry mass,Steve Allison
RX9,Crude.Fat.DM,,nIR,% dry mass,Steve Allison
XN1,Crude.Fat.DM,1.92,nIR,% dry mass,Steve Allison
XN10,Crude.Fat.DM,,nIR,% dry mass,Steve Allison
XN2,Crude.Fat.DM,1.97,nIR,% dry mass,Steve Allison
XN3,Crude.Fat.DM,1.71,nIR,% dry mass,Steve Allison
XN4,Crude.Fat.DM,1.84,nIR,% dry mass,Steve Allison
XN5,Crude.Fat.DM,1.61,nIR,% dry mass,Steve Allison
XN6,Crude.Fat.DM,1.59,nIR,% dry mass,Steve Allison
XN7,Crude.Fat.DM,1.81,nIR,% dry mass,Steve Allison
XN8,Crude.Fat.DM,1.67,nIR,% dry mass,Steve Allison
XN9,Crude.Fat.DM,,nIR,% dry mass,Steve Allison
XX1,Crude.Fat.DM,2.21,nIR,% dry mass,Steve Allison
XX10,Crude.Fat.DM,,nIR,% dry mass,Steve Allison
XX2,Crude.Fat.DM,1.94,nIR,% dry mass,Steve Allison
XX3,Crude.Fat.DM,1.81,nIR,% dry mass,Steve Allison
XX4,Crude.Fat.DM,1.92,nIR,% dry mass,Steve Allison
XX5,Crude.Fat.DM,2.01,nIR,% dry mass,Steve Allison
XX6,Crude.Fat.DM,1.77,nIR,% dry mass,Steve Allison
XX7,Crude.Fat.DM,1.82,nIR,% dry mass,Steve Allison
XX8,Crude.Fat.DM,1.84,nIR,% dry mass,Steve Allison
XX9,Crude.Fat.DM,,nIR,% dry mass,Steve Allison
11ALA1A,Ash.DM,4.63,nIR,% dry mass,Steve Allison
11ALA1B,Ash.DM,3.77,nIR,% dry mass,Steve Allison
11ALA2A,Ash.DM,4.5,nIR,% dry mass,Steve Allison
11ALA2B,Ash.DM,4.74,nIR,% dry mass,Steve Allison
11ALA3A,Ash.DM,4.13,nIR,% dry mass,Steve Allison
11ALA3B,Ash.DM,5.16,nIR,% dry mass,Steve Allison
11ALB1A,Ash.DM,4.3,nIR,% dry mass,Steve Allison
11ALB1B,Ash.DM,4.23,nIR,% dry mass,Steve Allison
11ALB2A,Ash.DM,4.52,nIR,% dry mass,Steve Allison
11ALB2B,Ash.DM,3.94,nIR,% dry mass,Steve Allison
11ALB3A,Ash.DM,4.04,nIR,% dry mass,Steve Allison
11ALB3B,Ash.DM,2.58,nIR,% dry mass,Steve Allison
11ARA1A,Ash.DM,4.61,nIR,% dry mass,Steve Allison
11ARA1B,Ash.DM,4.31,nIR,% dry mass,Steve Allison
11ARA1C,Ash.DM,4.37,nIR,% dry mass,Steve Allison
11ARA2A,Ash.DM,5.05,nIR,% dry mass,Steve Allison
11ARA2B,Ash.DM,4.86,nIR,% dry mass,Steve Allison
11ARA2C,Ash.DM,5.51,nIR,% dry mass,Steve Allison
11ARA3A,Ash.DM,5.01,nIR,% dry mass,Steve Allison
11ARA3B,Ash.DM,4.65,nIR,% dry mass,Steve Allison
11ARA3C,Ash.DM,4.07,nIR,% dry mass,Steve Allison
11ARB1A,Ash.DM,4.18,nIR,% dry mass,Steve Allison
11ARB1B,Ash.DM,3.7,nIR,% dry mass,Steve Allison
11ARB2A,Ash.DM,5.12,nIR,% dry mass,Steve Allison
11ARB2B,Ash.DM,4.93,nIR,% dry mass,Steve Allison
11ARB3A,Ash.DM,4.15,nIR,% dry mass,Steve Allison
11ARB3B,Ash.DM,3.67,nIR,% dry mass,Steve Allison
11ARC1A,Ash.DM,3.95,nIR,% dry mass,Steve Allison
11ARC1C,Ash.DM,4.24,nIR,% dry mass,Steve Allison
11ARC2A,Ash.DM,5.44,nIR,% dry mass,Steve Allison
11ARC2C,Ash.DM,6.24,nIR,% dry mass,Steve Allison
11ARC3A,Ash.DM,5.52,nIR,% dry mass,Steve Allison
11ARC3C,Ash.DM,5.97,nIR,% dry mass,Steve Allison
11C31,Ash.DM,7.08,nIR,% dry mass,Steve Allison
11C32,Ash.DM,6.89,nIR,% dry mass,Steve Allison
11C33,Ash.DM,7.42,nIR,% dry mass,Steve Allison
11C34,Ash.DM,7.7,nIR,% dry mass,Steve Allison
11CLA1A,Ash.DM,5.06,nIR,% dry mass,Steve Allison
11CLA1C,Ash.DM,6.11,nIR,% dry mass,Steve Allison
11CLA2A,Ash.DM,5.14,nIR,% dry mass,Steve Allison
11CLA2C,Ash.DM,6.21,nIR,% dry mass,Steve Allison
11CLA3A,Ash.DM,6.63,nIR,% dry mass,Steve Allison
11CLA3C,Ash.DM,4.27,nIR,% dry mass,Steve Allison
11CLC1A,Ash.DM,5.24,nIR,% dry mass,Steve Allison
11CLC1C,Ash.DM,4.96,nIR,% dry mass,Steve Allison
11CLC2A,Ash.DM,7.86,nIR,% dry mass,Steve Allison
11CLC2C,Ash.DM,5.24,nIR,% dry mass,Steve Allison
11CLC3A,Ash.DM,6.8,nIR,% dry mass,Steve Allison
11CLC3C,Ash.DM,4.78,nIR,% dry mass,Steve Allison
11DLA1A,Ash.DM,4.33,nIR,% dry mass,Steve Allison
11DLA1B,Ash.DM,3.69,nIR,% dry mass,Steve Allison
11DLA1C,Ash.DM,3.61,nIR,% dry mass,Steve Allison
11DLA2A,Ash.DM,4.16,nIR,% dry mass,Steve Allison
11DLA2B,Ash.DM,4.73,nIR,% dry mass,Steve Allison
11DLA2C,Ash.DM,4.62,nIR,% dry mass,Steve Allison
11DLA3A,Ash.DM,4.48,nIR,% dry mass,Steve Allison
